,Argument,Attached_value,Document,Segment,Original_value,Node,Type
1411,impact_factor_component,"[['cellulose'], 1, 2]",Application of bioplastics for food packaging.xml,"['Materials', 'Cellulose']","[['cellulose'], 1, 2]","['cellulose', 2, 'PrefLabel']",SYMBOLIC
1412,packaging,"[['packaging'], 6, 7]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['packaging'], 6, 7]","['packaging', 0, 'PrefLabel']",SYMBOLIC
1413,impact_factor_component,"[['bioplastics'], 3, 4]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['bioplastics'], 3, 4]","['bioplastics', 2, 'PrefLabel']",SYMBOLIC
1414,impact_factor_component,"[['plastics'], 8, 9]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['plastics'], 8, 9]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
1415,impact_factor_component,"[['bioplastics'], 24, 25]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['bioplastics'], 24, 25]","['bioplastics', 2, 'PrefLabel']",SYMBOLIC
1416,packaging,"[['packaging'], 28, 29]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['packaging'], 28, 29]","['packaging', 0, 'PrefLabel']",SYMBOLIC
1417,packaging,"[['pla', 'films'], 23, 25]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['pla', 'films'], 23, 25]","['clay_pla_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
1418,packaging,"[['packaging'], 10, 11]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['packaging'], 10, 11]","['packaging', 0, 'PrefLabel']",SYMBOLIC
1419,packaging,"[['cellulose'], 8, 9]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['cellulose'], 8, 9]","['cellulose', 3, 'PrefLabel']",SYMBOLIC
1420,packaging,"[['starch'], 6, 7]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['starch'], 6, 7]","['starch', 3, 'PrefLabel']",SYMBOLIC
1421,impact_factor_component,"[['cellulose'], 8, 9]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['cellulose'], 8, 9]","['cellulose', 2, 'PrefLabel']",SYMBOLIC
1422,packaging,"[['packaging'], 34, 35]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['packaging'], 34, 35]","['packaging', 0, 'PrefLabel']",SYMBOLIC
1423,packaging,"[['pha'], 28, 29]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['pha'], 28, 29]","['polyhydroxyalcanoate', 3, 'AltLabel']",SYMBOLIC
1424,packaging,"[['phb'], 30, 31]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['phb'], 30, 31]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1425,impact_factor_component,"[['bioplastics'], 11, 12]",Application of bioplastics for food packaging.xml,['Main limitations'],"[['bioplastics'], 11, 12]","['bioplastics', 2, 'PrefLabel']",SYMBOLIC
1426,impact_factor_component,"[['bioplastics'], 14, 15]",Application of bioplastics for food packaging.xml,['Improving the properties of bioplastics'],"[['bioplastics'], 14, 15]","['bioplastics', 2, 'PrefLabel']",SYMBOLIC
1427,packaging,"[['coating', 'biobased', 'films'], 8, 11]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['coating', 'biobased', 'films'], 8, 11]","['pe_film', 4, 'FastrAlt']",SYMBOLIC
1428,packaging,"[['biobased', 'films'], 15, 17]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['biobased', 'films'], 15, 17]","['biobased_packaging', 3, 'AltLabel']",SYMBOLIC
1429,packaging,"[['map'], 56, 57]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['map'], 56, 57]","['packaging', 0, 'AcroPrefLabel-0']",SYMBOLIC
1430,packaging,"[['modified', 'atmosphere', 'packaging'], 52, 55]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['modified', 'atmosphere', 'packaging'], 52, 55]","['packaging', 0, 'AcroPrefLabel-1']",SYMBOLIC
1431,packaging,"[['packaging', 'material'], 42, 44]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['packaging', 'material'], 42, 44]","['packaging', 0, 'AcroFastrPref-1']",SYMBOLIC
1432,packaging,"[['pla', 'films'], 37, 39]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['pla', 'films'], 37, 39]","['clay_pla_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
1433,packaging,"[['pla-si', '/', 'siox'], 5, 8]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['pla-si', '/', 'siox'], 5, 8]","['pla_45_si_siox', 3, 'PrefLabel']",SYMBOLIC
1434,packaging,"[['polyethylene', 'oxide'], 20, 22]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['polyethylene', 'oxide'], 20, 22]","['polyethylene_oxide', 4, 'PrefLabel']",SYMBOLIC
1435,packaging,"[['peo-si', '/', 'siox'], 16, 19]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['peo-si', '/', 'siox'], 16, 19]","['peo_45_si_siox', 3, 'PrefLabel']",SYMBOLIC
1436,packaging,"[['pcl-si', '/', 'siox'], 9, 12]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['pcl-si', '/', 'siox'], 9, 12]","['pcl_45_si_siox', 3, 'PrefLabel']",SYMBOLIC
1437,packaging,"[['pla'], 3, 4]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['pla'], 3, 4]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
1438,packaging,"[['polycaprolactone'], 13, 14]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['polycaprolactone'], 13, 14]","['polycaprolactones', 3, 'FastrPref']",SYMBOLIC
1439,impact_factor_component,"[['polyethylene'], 20, 21]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['polyethylene'], 20, 21]","['polyethylene', 2, 'PrefLabel']",SYMBOLIC
1440,packaging,"[['pla', 'film'], 43, 45]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['pla', 'film'], 43, 45]","['clay_pla_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
1441,packaging,"[['cellulose'], 49, 50]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['cellulose'], 49, 50]","['cellulose', 3, 'PrefLabel']",SYMBOLIC
1442,packaging,"[['pla-coated'], 40, 41]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['pla-coated'], 40, 41]","['pla_45_coated', 4, 'PrefLabel']",SYMBOLIC
1443,packaging,"[['phb'], 52, 53]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['phb'], 52, 53]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1444,impact_factor_component,"[['alox'], 24, 25]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['alox'], 24, 25]","['alox', 2, 'PrefLabel']",SYMBOLIC
1445,impact_factor_component,"[['polymers'], 38, 39]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['polymers'], 38, 39]","['polymer', 2, 'FastrPref']",SYMBOLIC
1446,impact_factor_component,"[['cellulose'], 49, 50]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['cellulose'], 49, 50]","['cellulose', 2, 'PrefLabel']",SYMBOLIC
1447,component_qty_value,"[['alox'], 24, 25]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['2011'], 15, 16]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1448,component_qty_value,"[['alox'], 24, 25]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['(25'], 21, 22]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1449,component_qty_value,"[['polymers'], 38, 39]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['(25'], 21, 22]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1450,packaging,"[['and', '400'], 21, 23]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['and', '400'], 21, 23]","['bht', 3, 'FastrAlt']",SYMBOLIC
1451,packaging,"[['pla'], 3, 4]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['pla'], 3, 4]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
1452,packaging,"[['pla-coated'], 0, 1]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['pla-coated'], 0, 1]","['pla_45_coated', 4, 'PrefLabel']",SYMBOLIC
1453,impact_factor_component,"[['alox'], 12, 13]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['alox'], 12, 13]","['alox', 2, 'PrefLabel']",SYMBOLIC
1454,component_qty_value,"[['alox'], 12, 13]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['35'], 5, 6]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1455,component_qty_value,"[['alox'], 12, 13]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['420'], 18, 19]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1456,o2_permeability,"[['otr'], 15, 16]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['12'], 20, 21], [['cm^3', '/', 'm^2', '/', '10^5', 'Pa', '/', 'day'], 25, 33]]","['o2_permeability', 0, 'ManuLabel']",QUANTITY
1457,o2_permeability,"[['otr'], 15, 16]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['12'], 20, 21], [['g'], 36, 37]]","['o2_permeability', 0, 'ManuLabel']",QUANTITY
1458,component_qty_value,"[['alox'], 12, 13]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['2'], 24, 25]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1459,component_qty_value,"[['alox'], 12, 13]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['310'], 35, 36]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1460,o2_permeability,"[['otr'], 15, 16]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['210'], 41, 42], [['g'], 42, 43]]","['o2_permeability', 0, 'ManuLabel']",QUANTITY
1461,o2_permeability,"[['otr'], 15, 16]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['210'], 41, 42], [['m^2'], 38, 39]]","['o2_permeability', 0, 'ManuLabel']",QUANTITY
1462,o2_permeability,"[['otr'], 15, 16]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['210'], 41, 42], [['m^2'], 44, 45]]","['o2_permeability', 0, 'ManuLabel']",QUANTITY
1463,o2_permeability,"[['otr'], 15, 16]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['210'], 41, 42], [['g'], 36, 37]]","['o2_permeability', 0, 'ManuLabel']",QUANTITY
1464,o2_permeability,"[['otr'], 15, 16]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['210'], 41, 42], [['cm^3', '/', 'm^2', '/', '10^5', 'Pa', '/', 'day'], 25, 33]]","['o2_permeability', 0, 'ManuLabel']",QUANTITY
1465,packaging,"[['films', 'with', 'pla'], 3, 6]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['films', 'with', 'pla'], 3, 6]","['clay_pla_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
1466,packaging,"[['pla'], 38, 39]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['pla'], 38, 39]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
1467,packaging,"[['spi', 'films'], 2, 4]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['spi', 'films'], 2, 4]","['soy_protein_isolate', 3, 'AltLabel']",SYMBOLIC
1468,impact_factor_component,"[['spi'], 2, 3]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['spi'], 2, 3]","['protein', 2, 'AcroPrefLabel-0']",SYMBOLIC
1469,h2o_permeability,"[['water', 'vapor', 'permeability'], 28, 31]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['165.7'], 21, 22], [['MPa'], 16, 17]]","['h2o_permeability', 0, 'AltLabel']",QUANTITY
1470,h2o_permeability,"[['water', 'vapor', 'permeability'], 28, 31]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['165.7'], 21, 22], [['MPa'], 12, 13]]","['h2o_permeability', 0, 'AltLabel']",QUANTITY
1471,h2o_permeability,"[['water', 'vapor', 'permeability'], 28, 31]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['203.4'], 25, 26], [['MPa'], 16, 17]]","['h2o_permeability', 0, 'AltLabel']",QUANTITY
1472,h2o_permeability,"[['water', 'vapor', 'permeability'], 28, 31]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['20-to', '60-fold'], 32, 34], [['in'], 40, 41]]","['h2o_permeability', 0, 'AltLabel']",QUANTITY
1473,component_qty_value,"[['spi'], 2, 3]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['2.8'], 11, 12]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1474,component_qty_value,"[['spi'], 2, 3]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['17.4'], 15, 16]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1475,packaging,"[['cellulose'], 4, 5]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['cellulose'], 4, 5]","['cellulose', 3, 'PrefLabel']",SYMBOLIC
1476,packaging,"[['phb'], 7, 8]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['phb'], 7, 8]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1477,packaging,"[['phb'], 27, 28]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['phb'], 27, 28]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1478,packaging,"[['phb'], 40, 41]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['phb'], 40, 41]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1479,impact_factor_component,"[['cellulose'], 4, 5]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['cellulose'], 4, 5]","['cellulose', 2, 'PrefLabel']",SYMBOLIC
1480,packaging,"[['pvdc'], 3, 4]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['pvdc'], 3, 4]","['polyvinylidene_chloride', 3, 'AltLabel']",SYMBOLIC
1481,packaging,"[['cellophane'], 6, 7]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['cellophane'], 6, 7]","['cellophane_film', 3, 'AltLabel']",SYMBOLIC
1482,impact_factor_component,"[['polymers'], 20, 21]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['polymers'], 20, 21]","['polymer', 2, 'FastrPref']",SYMBOLIC
1483,impact_factor_component,"[['chitosan'], 11, 12]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[['chitosan'], 11, 12]","['chitosan', 2, 'PrefLabel']",SYMBOLIC
1484,component_qty_value,"[['chitosan'], 11, 12]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['2007'], 6, 9]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1485,component_qty_value,"[['polymers'], 20, 21]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Coating']","[[['2007'], 6, 9]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1486,thickness,"[['thickness'], None, None]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Nanotechnology', 'General information']","[[['10', '^', '-9'], 22, 25], [['m'], 25, 26]]","['thickness', 0, 'PrefLabel']",QUANTITY
1487,packaging,"[['nanocomposites'], 4, 5]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Nanotechnology', 'General information']","[['nanocomposites'], 4, 5]","['nanocomposites', 2, 'PrefLabel']",SYMBOLIC
1488,impact_factor_component,"[['polymer'], 10, 11]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Nanotechnology', 'General information']","[['polymer'], 10, 11]","['polymer', 2, 'PrefLabel']",SYMBOLIC
1489,impact_factor_component,"[['nanofiller'], 18, 19]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Nanotechnology', 'General information']","[['nanofiller'], 18, 19]","['nanofil', 2, 'FastrPref']",SYMBOLIC
1490,impact_factor_component,"[['solvent'], 28, 29]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Nanotechnology', 'General information']","[['solvent'], 28, 29]","['solvent', 1, 'PrefLabel']",SYMBOLIC
